ID_individual,wound_type,wound_Stage,Species,Sex,Length_mm,Weight_g
ATS_2012_276,B,early,ATS,M,60.5,1.87
ATS_2012_280,A,late,ATS,F,72.2,3.9
ATS_2012_286,B,late,ATS,F,59,2.37
ATS_2012_286, A,late,ATS,F,59,2.37
ATS_2012_287,B,late,ATS,F,74,4.55
ATS_2012_294,A,early,ATS,M,65,2.55
ATS_2012_296,A,late,ATS,M,63,2.06
ATS_2012_298,A,early,ATS,M,71,2.87
ATS_2012_303,B,late,ATS,F,57,1.6
ATS_2012_309,B,late,ATS,F,53,1.46
ATS_2013_014,B,early,ATS,M,80.4,4.98
ATS_2013_018,A,mid,ATS,F,72,3.68
ATS_2013_019,B,late,ATS,F,59,1.38
ATS_2013_020,B,late,ATS,F,54.1,1.92
ATS_2013_022,B,late,ATS,F,68,2.6
ATS_2013_024,B,late,ATS,F,51.9,1.57
ATS_2013_026,B,early,ATS,F,53,1.45
ATS_2013_027,B,mid,ATS,M,74.4,3.8
ATS_2013_032,B,late,ATS,F,68.2,2.94
ATS_2013_032, B,late,ATS,F,68.2,2.94
ATS_2013_035,B,late,ATS,F,69,3.61
ATS_2013_035, B,mid,ATS,F,69,3.61
ATS_2013_037,B,early,ATS,M,74.5,3.61
ATS_2013_040,B,late,ATS,F,74,3.63
ATS_2013_041,A,late,ATS,M,63.1,2.05
ATS_2013_045,B,mid,ATS,M,78.5,4.25
ATS_2013_046,A,late,ATS,F,74.5,3.6
ATS_2013_046, B,late,ATS,F,74.5,3.6
ATS_2013_049,A,late,ATS,F,52.9,1.32
ATS_2013_051,A,late,ATS,F,53.6,1.63
ATS_2013_062,A,late,ATS,F,72.9,2.92
ATS_2013_066,B,late,ATS,F,70.9,3.24
ATS_2013_072,A,late,ATS,M,65.2,2.38
ATS_2013_074,A,late,ATS,F,55.7,1.62
ATS_2013_074, A,late,ATS,F,55.7,1.62
ATS_2013_077,A,mid,ATS,M,61,2.16
ATS_2013_078,B,mid,ATS,F,74.2,4.56
ATS_2013_080,A,late,ATS,M,81.6,5.83
ATS_2013_081,A,late,ATS,F,60.3,2.38
ATS_2013_087,B,mid,ATS,F,74.5,3.34
ATS_2013_091,A,mid,ATS,M,68.9,3.06
ATS_2013_094,A,mid,ATS,M,77.6,5.22
ATS_2013_098,B,late,ATS,M,56.5,1.62
ATS_2013_099,B,mid,ATS,F,72.5,3.77
ATS_2013_102,A,mid,ATS,F,57.5,2.06
ATS_2013_113,A,early,ATS,M,59.5,1.96
ATS_2013_114,B,mid,ATS,F,73,4.83
ATS_2013_116,B,early,ATS,F,51.5,1.36
ATS_2013_117,A,late,ATS,M,58.5,2.03
ATS_2013_118,B,late,ATS,M,55,1.37
ATS_2013_126,B,late,ATS,M,79.9,4.13
ATS_2013_126, B,late,ATS,M,79.9,4.13
ATS_2013_131,B,mid,ATS,F,71.2,3.22
ATS_2013_134,A,late,ATS,F,71,3.27
ATS_2013_134, B,late,ATS,F,71,3.27
ATS_2013_135,B,mid,ATS,F,70,2.99
ATS_2013_136,A,early,ATS,M,58.5,2.02
ATS_2013_136, A,early,ATS,M,58.5,2.02
ATS_2013_138,A,mid,ATS,F,56.5,1.9
ATS_2013_140,A,late,ATS,M,57.3,1.79
ATS_2013_140, B,mid,ATS,M,57.3,1.79
ATS_2013_141,B,late,ATS,F,59.2,2.09
ATS_2013_144,A,late,ATS,M,75.8,3.41
ATS_2013_144, B,early,ATS,M,75.8,3.41
ATS_2013_147,A,mid,ATS,M,59.6,2.26
ATS_2013_153,B,late,ATS,M,60.5,2.2
ATS_2013_153, B,early,ATS,M,60.5,2.2
ATS_2013_155,B,mid,ATS,F,52.5,1.58
ATS_2013_155, B,mid,ATS,F,52.5,1.58
ATS_2013_156,A,late,ATS,F,73,4.23
ATS_2013_159,A,early,ATS,M,59.7,2.25
ATS_2013_162,B,mid,ATS,M,60.2,2.07
ATS_2013_164,A,late,ATS,M,62,2.08
ATS_2013_164, A,mid,ATS,M,62,2.08
ATS_2013_164, B,late,ATS,M,62,2.08
ATS_2013_164, B,mid,ATS,M,62,2.08
ATS_2013_168,B,early,ATS,M,58,1.7
ATS_2013_169,A,mid,ATS,M,60,1.82
ATS_2013_170,B,early,ATS,M,66.5,2.15
ATS_2013_172,B,late,ATS,F,67.4,3.39
ATS_2013_173,B,mid,ATS,F,74.5,3.26
ATS_2013_177,B,mid,ATS,M,76,3.77
ATS_2013_184,B,early,ATS,M,52.7,1.88
ATS_2013_188,B,mid,ATS,F,58,1.52
ATS_2013_189,B,mid,ATS,F,57.6,1.39
ATS_2013_190,B,early,ATS,F,73,4.11
ATS_2013_192,A,late,ATS,F,75,3.8
ATS_2013_192, A,late,ATS,F,75,3.8
ATS_2013_192, B,late,ATS,F,75,3.8
ATS_2013_192, B,late,ATS,F,75,3.8
ATS_2013_198,B,mid,ATS,F,74,3.73
ATS_2013_198, B,late,ATS,F,74,3.73
ATS_2013_202,A,late,ATS,M,60.5,1.66
ATS_2013_203,B,mid,ATS,M,57,1.5
ATS_2013_204,B,late,ATS,M,72.5,3.1
ATS_2013_205,B,late,ATS,M,73.5,3.51
ATS_2013_209,A,mid,ATS,M,58,1.92
ATS_2013_211,B,mid,ATS,F,54,1.16
ATS_2013_213,B,mid,ATS,F,65.5,2.81
ATS_2013_214,B,mid,ATS,M,56,1.62
ATS_2013_222,B,late,ATS,F,74.5,3.95
ATS_2013_225,A,mid,ATS,F,70,2.77
ATS_2013_225, A,late,ATS,F,70,2.77
ATS_2013_231,A,mid,ATS,M,59.9,
ATS_2013_231, B,early,ATS,M,59.9,
ATS_2013_234,A,late,ATS,F,69,2.86
ATS_2013_234, B,early,ATS,F,69,2.86
ATS_2013_236,B,late,ATS,M,63.5,
ATS_2013_237,A,mid,ATS,M,66,
ATS_2013_237, B,mid,ATS,M,66,
ATS_2013_247,A,late,ATS,M,60,
ATS_2013_247, A,late,ATS,M,60,
ATS_2013_252,A,late,ATS,M,52,
ATS_2013_258,A,mid,ATS,M,55.2,
ATS_2013_259,A,mid,ATS,M,67,
ATS_2013_263,A,late,ATS,M,61,
ATS_2013_267,A,late,ATS,F,67.5,3.26
ATS_2013_270,A,late,ATS,F,70.5,3.2
ATS_2013_274,B,mid,ATS,F,74.5,3.39
ATS_2013_276,A,late,ATS,M,61,
ATS_2013_278,B,late,ATS,M,59,
ATS_2013_280,B,mid,ATS,M,77,
ATS_2013_281,B,mid,ATS,M,59,
ATS_2013_288,B,mid,ATS,F,70.5,3.86
ATS_2013_288, B,mid,ATS,F,70.5,3.86
ATS_2013_291,B,mid,ATS,M,59.5,
ATS_2013_294,A,mid,ATS,M,60,
ATS_2013_298,A,late,ATS,F,68.8,3.38
ATS_2013_303,A,late,ATS,F,72.3,4.11
ATS_2013_303, B,early,ATS,F,72.3,4.11
ATS_2013_305,A,late,ATS,F,69.5,4.2
ATS_2013_306,B,late,ATS,F,59,2.4
ATS_2013_309,B,late,ATS,M,51.7,1.1
ATS_2013_311,A,late,ATS,F,71.4,3.89
ATS_2013_312,A,early,ATS,M,44.6,0.92
ATS_2013_315,A,early,ATS,F,71.3,4.25
ATS_2013_324,A,early,ATS,M,55,
ATS_2013_326,A,late,ATS,M,57.5,1.45
ATS_2013_328,A,late,ATS,F,51.6,1.45
ATS_2013_332,A,late,ATS,F,63.6,2.82
ATS_2013_332, B,late,ATS,F,63.6,2.82
ATS_2013_336,A,late,ATS,M,57.5,1.61
ATS_2013_337,B,late,ATS,F,74.9,4.44
ATS_2013_337, B,late,ATS,F,74.9,4.44
ATS_2013_340,B ,late,ATS,F,72,3.16
ATS_2013_342,B,mid,ATS,F,62.3,2.6
ATS_2013_342, B,late,ATS,F,62.3,2.6
ATS_2013_346,B,mid,ATS,M,67.1,2.06
ATS_2013_346, B,late,ATS,M,67.1,2.06
ATS_2013_347,B,late,ATS,F,70.2,2.88
ATS_2013_347, B,mid,ATS,F,70.2,2.88
ATS_2013_348,A,early,ATS,M,60.4,1.86
ATS_2013_353,A,late,ATS,F,55.5,1.81
ATS_2013_354,B,early,ATS,M,56.2,1.63
ATS_2013_356,A,early,ATS,F,55.9,1.72
ATS_2013_357,A,late,ATS,F,58,2.12
ATS_2013_358,B,late,ATS,M,56.1,1.54
ATS_2013_359,B,late,ATS,M,53.2,1.69
ATS_2013_360,B,late,ATS,F,65.9,2.2
ATS_2013_361,B,early,ATS,F,72.5,3.64
ATS_2013_363,B,mid,ATS,F,53.6,1.63
ATS_2013_366,B,late,ATS,F,68.1,2.73
ATS_2013_367,A,late,ATS,F,72,4.08
ATS_2013_368,B,late,ATS,F,75.5,3.55
ATS_2013_369,B,mid,ATS,F,53.4,1.56
ATS_2013_373,A,late,ATS,F,55.5,1.78
ATS_2013_374,B,late,ATS,F,51.9,1.2
ATS_2013_376,B,late,ATS,F,68.3,2.67
ATS_2013_378,B,mid,ATS,F,73.6,4
ATS_2014_004,A,early,ATS,M,59,2.15
ATS_2014_006,B,late,ATS,M,61,1.4
ATS_2014_011,A,mid,ATS,M,70,3.25
ATS_2014_017,B,early,ATS,F,65,2.49
ATS_2014_017, B,early,ATS,F,65,2.49
ATS_2014_017, A,late,ATS,F,65,2.49
ATS_2014_018,B,late,ATS,F,76,5.1
ATS_2014_020,A,mid,ATS,M,60,2.16
ATS_2014_023,A,early,ATS,F,56,2.41
ATS_2014_027,A,late,ATS,F,56.5,2.48
ATS_2014_029,B,late,ATS,F,56,2.18
ATS_2014_035,B,mid,ATS,M,58,1.65
ATS_2014_037,A,late,ATS,M,54,1.35
ATS_2014_037, B,late,ATS,M,54,1.35
ATS_2014_052,B,late,ATS,M,60,1.8
ATS_2014_056,A,late,ATS,F,56,2
ATS_2014_057,B,mid,ATS,M,88,5.79
ATS_2014_058,A,late,ATS,M,78,4.13
ATS_2014_074,B,early,ATS,M,58,1.75
ATS_2014_077,B,late,ATS,F,60,2.19
ATS_2014_085,B,late,ATS,F,77,4.4
ATS_2014_092,A,mid,ATS,F,51,1.54
ATS_2014_093,A,early,ATS,F,75,4.3
ATS_2014_094,B,late,ATS,F,80,6.54
ATS_2014_095,B,late,ATS,F,71,3.46
ATS_2014_095, B,late,ATS,F,71,3.46
ATS_2014_098,A,mid,ATS,F,64,3
ATS_2014_100,B,mid,ATS,F,52,1.65
ATS_2014_101,B,mid,ATS,F,57,1.32
ATS_2014_110,B,late,ATS,F,60,2.24
ATS_2014_113,B,late,ATS,F,56,2.03
ATS_2014_116,B,late,ATS,F,56,1.81
ATS_2014_120,B,late,ATS,F,73,3.44
ATS_2014_122,B,late,ATS,M,57,2.27
ATS_2014_126,B,mid,ATS,F,57,1.69
ATS_2014_136,A,late,ATS,M,73,3.75
ATS_2014_138,B,late,ATS,F,55.5,1.92
ATS_2014_141,B,mid,ATS,F,65,3.21
ATS_2014_142,B,late,ATS,F,70,3.44
ATS_2014_147,B,mid,ATS,F,55,1.76
ATS_2014_155,B,late,ATS,M,54.1,1.58
ATS_2014_158,B,mid,ATS,F,56.3,1.95
ATS_2014_159,B,mid,ATS,F,73,4.2
ATS_2014_160,B,early,ATS,F,74,3.08
ATS_2014_162,B,mid,ATS,F,68.3,3.55
ATS_2014_171,B,late,ATS,F,64,2.56
ATS_2014_174,B,late,ATS,F,56.5,2
ATS_2014_176,B,mid,ATS,M,54.4,1.65
ATS_2014_177,B,mid,ATS,F,70,3.55
ATS_2014_186,B ,late,ATS,F,67,2.58
ATS_2014_213,A,mid,ATS,F,66,3.03
ATS_2014_215,A,mid,ATS,F,71,4.02
ATS_2015_001,A,late,ATS,M,55.8,1.55
ATS_2015_003,B,late,ATS,F,75.6,4.56
ATS_2015_014,B,late,ATS,F,65.6,2.1
ATS_2015_014, B,late,ATS,F,65.6,2.1
ATS_2015_017,A,late,ATS,M,55.1,1.81
ATS_2015_030,B,late,ATS,F,70.5,3.05
ATS_2015_041,B,late,ATS,F,64.9,2.4
ATS_2015_047,B,late,ATS,F,69,3.3
ATS_2015_062,A,late,ATS,F,79,4.1
ATS_2015_063,B,late,ATS,M,57.8,1.75
ATS_2015_067,B,late,ATS,F,76,4.13
ATS_2015_072,B,late,ATS,M,72,3.28
ATS_2015_074,B,late,ATS,F,70.6,3.48
ATS_2015_078,A,mid,ATS,M,60,1.96
ATS_2015_080,B,late,ATS,M,58.8,1.8
ATS_2015_087,B,late,ATS,F,71,3.24
ATS_2015_088,B,late,ATS,F,57,1.75
ATS_2015_089,A,mid,ATS,F,58.5,2.16
ATS_2015_089, A ,mid,ATS,F,58.5,2.16
ATS_2015_094,B,late,ATS,M,57,1.75
ATS_2015_104,B,mid,ATS,F,63,2.5
ATS_2015_105,B,late,ATS,F,72,3.19
ATS_2015_107,B,mid,ATS,F,63,3.14
ATS_2015_116,B,early,ATS,M,56,1.64
ATS_2015_119,B,late,ATS,M,67.5,2.84
ATS_2015_122,B,late,ATS,F,65,3.57
ATS_2015_123,B,late,ATS,M,60,1.46
ATS_2015_126,B,early,ATS,M,63.5,1.82
ATS_2015_131,A,late,ATS,M,68,2.94
ATS_2015_134,A,late,ATS,M,59.5,1.86
ATS_2015_138,B,mid,ATS,F,65.5,2.47
ATS_2015_140,A,late,ATS,M,71.5,2.65
ATS_2015_141,A,mid,ATS,M,57.5,1.87
ATS_2015_144,A,early,ATS,F,70,3.3
ATS_2015_145,A,late,ATS,F,68,2.46
ATS_2015_148,A,late,ATS,M,65.5,2.98
ATS_2015_152,A,late,ATS,M,55,1.67
ATS_2015_156,A,mid,ATS,M,54,1.93
ATS_2015_162,B,early,ATS,F,65,2.93
ATS_2015_170,B,early,ATS,M,75,3.6
ATS_2015_173,B,late,ATS,F,53,1.56
ATS_2015_177,B,early,ATS,M,69.5,3.01
ATS_2015_179,B,early,ATS,F,69.1,2.9
ATS_2015_180,B,late,ATS,M,62,2.33
ATS_2015_195,B,mid,ATS,F,53,1.47
ATS_2015_196,B,late,ATS,F,71.5,3.75
ATS_2015_197,A,early,ATS,F,65.5,2.93
ATS_2015_199,B,early,ATS,M,56.5,1.88
ATS_2015_211,A,late,ATS,M,54,1.25
ATS_2015_213,B,late,ATS,F,66,3.26
ATS_2015_219,A,late,ATS,F,70.7,3.27
ATS_2015_220,A ,late,ATS,F,51,1.32
ATS_2015_223,B,late,ATS,F,68,3.78
ATS_2015_223, B,late,ATS,F,68,3.78
ATS_2015_226,A,late,ATS,F,65.5,3.47
ATS_2015_228,B,late,ATS,F,67,2.56
ATS_2015_231,A,late,ATS,M,75,3.69
ATS_2015_233,B,late,ATS,F,66.2,2.59
ATS_2015_234,A,late,ATS,F,64.4,1.86
ATS_2015_236,A,late,ATS,M,59.8,1.91
ATS_2015_242,A,late,ATS,F,68.5,3.54
ATS_2015_244,B,late,ATS,F,66.2,2.58
ATS_2015_254,B,late,ATS,M,76.5,3.44
ATS_2015_261,A,late,ATS,F,68,2.64
ATS_2015_261, A,late,ATS,F,68,2.64
ATS_2015_262,A,late,ATS,F,60.1,2.52
ATS_2015_271,A,early,ATS,F,65.8,2.68
ATS_2015_271, A,late,ATS,F,65.8,2.68
ATS_2015_271, A,late,ATS,F,65.8,2.68
ATS_2015_278,A,late,ATS,F,54.2,1.57
ATS_2015_279,A,late,ATS,F,70.5,3.4
ATS_2015_283,A,late,ATS,M,70,3
ATS_2015_284,A,late,ATS,F,73.1,3.17
ATS_2015_286,B,late,ATS,F,67,3.56
ATS_2015_290,A,early,ATS,M,62.3,2.2
ATS_2015_291,A,mid,ATS,F,31,3.16
ATS_2015_299,A,late,ATS,F,56.5,2.57
ATS_2015_309,A,late,ATS,F,67.2,3.22
ATS_2015_310,A,late,ATS,F,70.4,3.35
ATS_2015_310, A,late,ATS,F,70.4,3.35
ATS_2015_310, A,late,ATS,F,70.4,3.35
ATS_2015_311,A,early,ATS,M,69.5,2.72
ATS_2015_316,A,late,ATS,F,72.2,3.12
ATS_2015_316, A,late,ATS,F,72.2,3.12
ATS_2015_316, A,late,ATS,F,72.2,3.12
ATS_2015_316, A,late,ATS,F,72.2,3.12
ATS_2015_336,A,mid,ATS,F,63.6,2.73
ATS_2015_337,B,late,ATS,F,57,2.31
ATS_2015_347,B,late,ATS,F,56.9,1.03
ATS_2015_347, B,late,ATS,F,56.9,1.03
ATS_2016_004,B,mid,ATS,M,66.5,2.7
ATS_2016_006,B,late,ATS,M,75,3.9
ATS_2016_009,B,late,ATS,M,73.6,3.3
ATS_2016_022,A,mid,ATS,M,64,2.35
ATS_2016_023,B,mid,ATS,M,67,2.58
ATS_2016_024,B,late,ATS,M,77.5,4.1
ATS_2016_027, B,late,ATS,M,74.5,3.45
ATS_2016_036,B,late,ATS,M,76.5,3.8
ATS_2016_037,B,early,ATS,F,69.5,3.4
ATS_2016_038,B,late,ATS,M,77,3.7
ATS_2016_042,A,late,ATS,M,76,3.26
ATS_2016_045,B ,mid,ATS,F,68.5,2.8
ATS_2016_047,B,late,ATS,F,66,3.61
ATS_2016_049,B,late,ATS,M,48,0.87
ATS_2016_050,B,mid,ATS,M,83,5.03
ATS_2016_052,B,late,ATS,F,65,2.73
ATS_2016_056,B,late,ATS,F,69,4.1
ATS_2016_067,B,late,ATS,F,64.5,2.4
ATS_2016_073,B,late,ATS,F,66,3.65
ATS_2016_075,A,early,ATS,M,74,3.4
ATS_2016_077,B,early,ATS,M,74,3.75
ATS_2016_080,B,late,ATS,F,73,3.73
ATS_2016_092,B,late,ATS,M,75,4.3
ATS_2016_095,B,late,ATS,F,67.5,3.24
ATS_2016_096,B,late,ATS,M,76,4.08
ATS_2016_115,B,mid,ATS,M,82,4.8
ATS_2016_117,B,mid,ATS,M,78.5,5.8
ATS_2016_123,B,late,ATS,M,72,3.8
ATS_2016_125,B,late,ATS,F,69,3.4
ATS_2016_129,B,late,ATS,M,74,4.1
ATS_2016_133,A,mid,ATS,M,72,2.7
ATS_2016_133, B,late,ATS,M,72,2.7
ATS_2016_153,B,late,ATS,M,77,3.74
ATS_2016_157,A,late,ATS,M,71,3
ATS_2016_158,B,late,ATS,F,63,2.79
ATS_2016_158, B,late,ATS,F,63,2.79
ATS_2016_158, B,early,ATS,F,63,2.79
ATS_2016_160,A,late,ATS,F,68,3.77
ATS_2016_160, B,late,ATS,F,68,3.77
ATS_2016_166,B,late,ATS,M,62,1.87
ATS_2016_195,A,early,ATS,F,69,2.92
ATS_2016_196,A,mid,ATS,M,76,3.53
ATS_2016_207,B,late,ATS,F,66.5,2.8
ATS_2016_212,B,late,ATS,F,71.5,3.15
ATS_2016_219,A,mid,ATS,M,62.5,1.8
ATS_2016_240,A,mid,ATS,M,72,3.8
ATS_2016_262,B,mid,ATS,M,61,1.2
ATS_2016_263,B,mid,ATS,F,65,2.64
ATS_2016_267,B,late,ATS,F,68,3.1
ATS_2016_279,A,late,ATS,F,68,3.9
ATS_2016_310,B,late,ATS,F,79.8,
ATS_2016_315,B,late,ATS,F,71.6,
ATS_2017_004,B,late,ATS,F,69.3,3.06
ATS_2017_011,B,mid,ATS,M,62,2.3
ATS_2017_021,A,late,ATS,M,59,2.3
ATS_2017_061,B,early,ATS,M,60.5,2.1
ATS_2017_061, A,late,ATS,M,60.5,2.1
ATS_2017_077,A,late,ATS,M,55.3,1.7
ATS_2017_090,A,late,ATS,M,55,1.85
ATS_2017_093,B,late,ATS,M,59,2
ATS_2017_098,B,late,ATS,M,69,3
ATS_2017_115,B,late,ATS,F,55,1.8
ATS_2017_121,A,early,ATS,M,64,2.1
ATS_2017_123,A,late,ATS,M,59.4,2
ATS_2017_124,A,late,ATS,M,74,4.2
ATS_2017_127,A,late,ATS,M,61,2.2
ATS_2017_135,A,late,ATS,F,57.3,1.8
ATS_2017_152,A,early,ATS,M,58,1.7
ATS_2017_169,A,early,ATS,M,58.3,1.85
ATS_2017_191,B,mid,ATS,F,55,1.88
ATS_2017_195,B,mid,ATS,F,54.1,1.85
ATS_2017_204,B,late,ATS,F,53.9,2
ATS_2017_205,B,late,ATS,F,62.9,2.55
ATS_2017_215,B,mid,ATS,M,63.5,3.09
ATS_2017_216,B,late,ATS,M,60,2.21
ATS_2017_219,B,mid,ATS,M,57,2.3
ATS_2017_234,B,mid,ATS,M,56,1.32
ATS_2017_242,A,late,ATS,F,55.2,2.04
ATS_2017_250,B,early,ATS,M,60,2.23
ATS_2017_256,B,early,ATS,M,56.5,1.8
ATS_2017_274,B,mid,ATS,M,61.5,2.2
ATS_2017_279,B,late,ATS,F,56,1.65
ATS_2017_284,B,mid,ATS,F,54.5,1.56
ATS_2017_287,B,early,ATS,M,63.7,2.72
ATS_2017_401,B,late,ATS,F,55.2,2.15
ATS_2017_405,B,mid,ATS,F,54.4,1.55
ATS_2017_409,A,late,ATS,F,58.1,2.55
ATS_2017_411,B,late,ATS,F,54.5,2.54
ATS_2017_417,A,late,ATS,F,66.1,1.98
ATS_2017_420,A,late,ATS,F,73,4.05
ATS_2017_422,A,late,ATS,F,59.5,2.8
ATS_2017_427,A,late,ATS,F,59,2.25
ATS_2017_428,A,late,ATS,F,58.3,2.69
ATS_2017_441,A,late,ATS,F,54.8,1.78
ATS_2017_444,A,late,ATS,F,61,2.79
ATS_2017_558,A,late,ATS,M,57.5,1.68
ATS_2017_578,B,early,ATS,F,55,1.8
ATS_2017_618,B,mid,ATS,F,75,4.4
ATS_2018_001,B,late,ATS,M,71.6,3.61
ATS_2018_002,B ,early,ATS,M,72.5,3.5
ATS_2018_009,B,early,ATS,F,55.8,2.07
ATS_2018_010,B,early,ATS,F,71.9,4.45
ATS_2018_010, B,early,ATS,F,71.9,4.45
ATS_2018_011,B,early,ATS,F,67.5,3.39
ATS_2018_011, B,early,ATS,F,67.5,3.39
ATS_2018_012,A,late,ATS,F,69.9,4.5
ATS_2018_014,B,mid,ATS,F,63,1.8
ATS_2018_016,A,late,ATS,F,56,2.03
ATS_2018_017,B,mid,ATS,M,76.6,4.26
ATS_2018_021,B,late,ATS,M,55.9,1.39
ATS_2018_026,A,mid,ATS,F,60,2.13
ATS_2018_027,B,late,ATS,F,65.1,3.2
ATS_2018_035,A,mid,ATS,M,72.3,3.82
ATS_2018_041,B,late,ATS,M,62.4,2.44
ATS_2018_043,B,late,ATS,M,72.2,3.86
ATS_2018_045,B,late,ATS,M,62.2,2.12
ATS_2018_047,B,late,ATS,M,54,1.61
ATS_2018_055,A,late,ATS,M,76.5,4.5
ATS_2018_057,B,mid,ATS,M,54.1,1.62
ATS_2018_058,A,early,ATS,F,54,1.76
ATS_2018_062,A,late,ATS,F,55.1,1.87
ATS_2018_064,B,mid,ATS,F,66.1,3.07
ATS_2018_065,A,mid,ATS,M,73,3.6
ATS_2018_066,A,late,ATS,F,66.3,3.24
ATS_2018_068,A,late,ATS,M,59.4,2.08
ATS_2018_076,A,late,ATS,M,62.2,2.08
ATS_2018_078,B,late,ATS,F,66,3.36
ATS_2018_081,B,late,ATS,M,72.5,3.54
ATS_2018_081,A,late,ATS,M,72.5,3.54
ATS_2018_083,A,mid,ATS,M,62.3,2.51
ATS_2018_088,B,late,ATS,M,58.1,1.8
ATS_2018_096,B,mid,ATS,F,56,1.91
ATS_2018_098,B,late,ATS,F,56.5,1.97
ATS_2018_099,A,late,ATS,F,57.7,2.31
ATS_2018_104,A,late,ATS,F,58,3.75
ATS_2018_108,A,early,ATS,M,80,4.81
ATS_2018_113,A,late,ATS,F,71.5,4.01
ATS_2018_114,A,late,ATS,F,73,4.4
ATS_2018_115,A,mid,ATS,F,55,1.66
ATS_2018_123,B,mid,ATS,M,51.1,1.75
ATS_2018_125,B,early,ATS,F,63.1,2.76
ATS_2018_125,B,late,ATS,F,63.1,2.76
ATS_2018_127,A,late,ATS,M,75.5,3.88
ATS_2018_131,B,mid,ATS,F,61,2.3
ATS_2018_135,A,late,ATS,M,74,3.58
ATS_2018_137,B ,early,ATS,F,69,3.15
ATS_2018_141,B,late,ATS,F,70.7,3.79
ATS_2018_144,B,late,ATS,F,59,1.9
ATS_2018_161,B,early,ATS,F,63.4,2.12
ATS_2018_166,A,late,ATS,F,63.5,2.03
ATS_2018_172,B,late,ATS,M,76.1,5.77
ATS_2018_173,A,mid,ATS,M,71.4,4.65
ATS_2018_182,A,mid,ATS,M,60.8,2.26
ATS_2018_185,B,late,ATS,F,56,2.34
ATS_2018_186,B,late,ATS,M,56,2.04
ATS_2018_190,A,late,ATS,M,58,1.95
ATS_2018_195,A,late,ATS,F,58,1.77
ATS_2018_196,B,mid,ATS,F,67,5.3
ATS_2018_206,A,late,ATS,M,57.1,1.95
ATS_2018_207,A,late,ATS,M,63.5,2.55
ATS_2018_208,A,mid,ATS,F,70.1,3.99
ATS_2018_208,A,late,ATS,F,70.1,3.99
ATS_2018_209,A,late,ATS,F,71.5,3.45
ATS_2018_211,A,late,ATS,F,56.5,2.17
ATS_2018_216,A,late,ATS,M,59.5,1.78
ATS_2018_224,A,late,ATS,M,75.5,3.77
ATS_2018_225,A,late,ATS,F,71.5,3.57
ATS_2018_225,A,late,ATS,F,71.5,3.57
ATS_2018_227,A,late,ATS,F,66.5,2.79
ATS_2018_227,A,late,ATS,F,66.5,2.79
ATS_2018_227,A,late,ATS,F,66.5,2.79
ATS_2018_232,A,late,ATS,F,71.5,3.91
ATS_2018_233,A,late,ATS,F,69,3.15
ATS_2018_233,A,late,ATS,F,69,3.15
ATS_2018_236,A,late,ATS,F,67.5,3.09
ATS_2018_236,A,late,ATS,F,67.5,3.09
ATS_2018_238,A,mid,ATS,F,71.5,4.48
ATS_2018_238,A,mid,ATS,F,71.5,4.48
ATS_2018_238,A,mid,ATS,F,71.5,4.48
ATS_2018_239,A,late,ATS,F,56.4,2.09
ATS_2018_241,A,late,ATS,M,59.8,2.17
ATS_2018_241,A,mid,ATS,M,59.8,2.17
ATS_2018_242,A,late,ATS,M,61.5,2.2
ATS_2018_243,A,mid,ATS,M,66.5,3.08
ATS_2018_243,A,late,ATS,M,66.5,3.08
ATS_2018_248,B,late,ATS,F,77.5,4.73
ATS_2018_260,B,late,ATS,M,73,3.93
ATS_2018_277,B,mid,ATS,M,71.1,3.78
ATS_2018_278,B,late,ATS,F,67,2.74
ATS_2018_281,B,late,ATS,M,75.5,3.95
ATS_2018_283,B,mid,ATS,M,81,5.4
ATS_2018_284,B,late,ATS,F,66.5,3.81
ATS_2018_284,B,late,ATS,F,66.5,3.81
ATS_2018_291,B,mid,ATS,F,56.1,2.15
ATS_2018_291,B,late,ATS,F,56.1,2.15
ATS_2018_292,B,late,ATS,F,57.5,2.01
ATS_2018_293,B,mid,ATS,F,35,1.36
ATS_2018_295,A,late,ATS,F,69.7,2.82
ATS_2018_295,A,late,ATS,F,69.7,2.82
ATS_2018_295,A,late,ATS,F,69.7,2.82
ATS_2018_295,A,late,ATS,F,69.7,2.82
ATS_2018_298,B,late,ATS,M,70.5,2.9
ATS_2018_300,B,mid,ATS,M,73.5,3.7
ATS_2018_302,A,late,ATS,F,55.5,1.5
ATS_2018_310,A,late,ATS,M,71.5,3.76
ATS_2018_311,B,late,ATS,M,71.9,3.35
ATS_2018_313,B,late,ATS,F,60.4,2.56
ATS_2018_313,B,late,ATS,F,60.4,2.56
ATS_2018_313,B,late,ATS,F,60.4,2.56
ATS_2018_317,A,late,ATS,F,52,1.4
ATS_2018_317,B,late,ATS,F,52,1.4
ATS_2018_321,A,early,ATS,M,72.6,4.02
ATS_2018_323,B,late,ATS,M,70,3.22
ATS_2018_324,B,early,ATS,F,70.2,3.47
ATS_2018_324,B,early,ATS,F,70.2,3.47
ATS_2018_324,A,early,ATS,F,70.2,3.47
ATS_2018_324,B,early,ATS,F,70.2,3.47
ATS_2018_327,B,late,ATS,F,55,2.11
ATS_2018_329,B,late,ATS,F,55.5,1.99
ATS_2018_329,B,late,ATS,F,55.5,1.99
ATS_2018_331,B,mid,ATS,F,62.5,2.53
